num_id,id,name,category,orderable,sell_value,sell_currency,buy_value,buy_currency,sources,customizable,recipe,recipe_id,games_id,id_full,image_url
784,bone-tee,Bone Tee,Tops,NA,160,bells,640,bells,NA,NA,NA,NA,nh,item-bone-tee,https://villagerdb.com/images/items/full/bone-tee.4f97b4e.png
787,bonfire,Bonfire,Furniture,FALSE,1230,bells,NA,NA,NA,FALSE,1,campfire,nh,item-bonfire,https://villagerdb.com/images/items/thumb/bonfire.aabcf30.png
787,bonfire,Bonfire,Furniture,FALSE,1230,bells,NA,NA,NA,FALSE,10,wood,nh,item-bonfire,https://villagerdb.com/images/items/thumb/bonfire.aabcf30.png
788,bonjour-tee,Bonjour Tee,Tops,NA,160,bells,640,bells,NA,NA,NA,NA,nh,item-bonjour-tee,https://villagerdb.com/images/items/full/bonjour-tee.eefc6b3.png
789,bonsai-shelf,Bonsai Shelf,Furniture,NA,8460,bells,33840,bells,NA,NA,NA,NA,nh,item-bonsai-shelf,https://villagerdb.com/images/items/thumb/bonsai-shelf.cad2673.png
790,book-stands,Book Stands,Furniture,NA,275,bells,1100,bells,NA,NA,NA,NA,nh,item-book-stands,https://villagerdb.com/images/items/thumb/book-stands.6e190f0.png
791,book,Book,Furniture,TRUE,72,bells,290,bells,Nook's Cranny,NA,NA,NA,nh,item-book,https://villagerdb.com/images/items/thumb/book.577ef8e.png
793,boomerang,Boomerang,Furniture,NA,360,bells,1440,bells,NA,NA,NA,NA,nh,item-boomerang,https://villagerdb.com/images/items/thumb/boomerang.0eb709c.png
798,boot,Boot,Usables,FALSE,10,bells,NA,NA,Fishing,NA,NA,NA,nh,item-boot,https://villagerdb.com/images/items/thumb/boot.cfdd661.jpg
799,boots,Boots,Shoes,TRUE,140,bells,560,bells,NA,NA,NA,NA,nh,item-boots,https://villagerdb.com/images/items/full/boots.bd1556b.png
807,botanical-shorts,Botanical Shorts,Bottoms,NA,175,bells,700,bells,NA,NA,NA,NA,nh,item-botanical-shorts,https://villagerdb.com/images/items/full/botanical-shorts.98284c8.png
808,botanical-tee,Botanical Tee,Tops,NA,200,bells,800,bells,NA,NA,NA,NA,nh,item-botanical-tee,https://villagerdb.com/images/items/full/botanical-tee.361c1a0.png
810,bottled-ship,Bottled Ship,Furniture,TRUE,450,bells,1800,bells,NA,NA,NA,NA,nh,item-bottled-ship,https://villagerdb.com/images/items/thumb/bottled-ship.f521ccc.png
811,bottom-rimmed-glasses,Bottom-rimmed Glasses,Accessories,NA,275,bells,1100,bells,NA,NA,NA,NA,nh,item-bottom-rimmed-glasses,https://villagerdb.com/images/items/full/bottom-rimmed-glasses.14b1d44.png
814,bowler-hat-with-ribbon,Bowler Hat With Ribbon,Hats,TRUE,275,bells,1100,bells,Able Sisters,NA,NA,NA,nh,item-bowler-hat-with-ribbon,https://villagerdb.com/images/items/full/bowler-hat-with-ribbon.4045209.png
816,bowling-shirt,Bowling Shirt,Tops,NA,315,bells,1260,bells,NA,NA,NA,NA,nh,item-bowling-shirt,https://villagerdb.com/images/items/full/bowling-shirt.b534f1b.png
818,box-corner-sofa,Box Corner Sofa,Furniture,TRUE,675,bells,2700,bells,NA,NA,NA,NA,nh,item-box-corner-sofa,https://villagerdb.com/images/items/thumb/box-corner-sofa.760a1e5.png
821,box-pleated-skirt,Box-pleated Skirt,Bottoms,TRUE,330,bells,1320,bells,NA,NA,NA,NA,nh,item-box-pleated-skirt,https://villagerdb.com/images/items/full/box-pleated-skirt.6225d94.png
823,box-skirt-uniform,Box-skirt Uniform,Dresses,TRUE,575,bells,2300,bells,NA,NA,NA,NA,nh,item-box-skirt-uniform,https://villagerdb.com/images/items/full/box-skirt-uniform.bcd7400.png
824,box-sofa,Box Sofa,Furniture,TRUE,675,bells,2700,bells,NA,NA,NA,NA,nh,item-box-sofa,https://villagerdb.com/images/items/thumb/box-sofa.fa03062.png
832,brachio-chest,Brachio Chest,Fossils,FALSE,5500,bells,NA,NA,Underground (dig spot),NA,NA,NA,nh,item-brachio-chest,https://villagerdb.com/images/items/thumb/brachio-chest.455867f.png
833,brachio-pelvis,Brachio Pelvis,Fossils,FALSE,5000,bells,NA,NA,Underground (dig spot),NA,NA,NA,nh,item-brachio-pelvis,https://villagerdb.com/images/items/thumb/brachio-pelvis.04de006.png
834,brachio-skull,Brachio Skull,Fossils,FALSE,6000,bells,NA,NA,Underground (dig spot),NA,NA,NA,nh,item-brachio-skull,https://villagerdb.com/images/items/thumb/brachio-skull.397c651.png
835,brachio-tail,Brachio Tail,Fossils,FALSE,5500,bells,NA,NA,Underground (dig spot),NA,NA,NA,nh,item-brachio-tail,https://villagerdb.com/images/items/thumb/brachio-tail.85f00df.png
837,brake-tapper,Brake Tapper,Furniture,NA,675,bells,2700,bells,NA,NA,NA,NA,nh,item-brake-tapper,https://villagerdb.com/images/items/thumb/brake-tapper.ff2e312.png
841,breaker,Breaker,Furniture,TRUE,205,bells,820,bells,Nook's Cranny,NA,NA,NA,nh,item-breaker,https://villagerdb.com/images/items/thumb/breaker.f9ded8f.png
846,brick-bridge,Brick Bridge,Furniture,NA,NA,NA,198000,bells,NA,NA,NA,NA,nh,item-brick-bridge,https://villagerdb.com/images/image-not-available-thumb.de1ed5c.svg
847,brick-fence,Brick Fence,Furniture,FALSE,120,bells,NA,NA,NA,FALSE,6,clay,nh,item-brick-fence,https://villagerdb.com/images/items/thumb/brick-fence.3c50600.png
848,brick-oven,Brick Oven,Furniture,FALSE,3820,bells,NA,NA,NA,TRUE,8,clay,nh,item-brick-oven,https://villagerdb.com/images/items/thumb/brick-oven.76976e6.png
848,brick-oven,Brick Oven,Furniture,FALSE,3820,bells,NA,NA,NA,TRUE,2,iron-nugget,nh,item-brick-oven,https://villagerdb.com/images/items/thumb/brick-oven.76976e6.png
848,brick-oven,Brick Oven,Furniture,FALSE,3820,bells,NA,NA,NA,TRUE,6,wood,nh,item-brick-oven,https://villagerdb.com/images/items/thumb/brick-oven.76976e6.png
849,brick-staircase,Brick Staircase,Furniture,NA,NA,NA,198000,bells,NA,NA,NA,NA,nh,item-brick-staircase,https://villagerdb.com/images/image-not-available-thumb.de1ed5c.svg
850,brick-well,Brick Well,Furniture,FALSE,2800,bells,NA,NA,NA,TRUE,8,clay,nh,item-brick-well,https://villagerdb.com/images/items/thumb/brick-well.90180c6.png
850,brick-well,Brick Well,Furniture,FALSE,2800,bells,NA,NA,NA,TRUE,5,wood,nh,item-brick-well,https://villagerdb.com/images/items/thumb/brick-well.90180c6.png
850,brick-well,Brick Well,Furniture,FALSE,2800,bells,NA,NA,NA,TRUE,1,flimsy-shovel,nh,item-brick-well,https://villagerdb.com/images/items/thumb/brick-well.90180c6.png
853,brine-shrimp-aquarium,Brine-shrimp Aquarium,Furniture,NA,350,bells,1400,bells,NA,NA,NA,NA,nh,item-brine-shrimp-aquarium,https://villagerdb.com/images/items/thumb/brine-shrimp-aquarium.a1a0cdc.png
860,bronze-bug-trophy,Bronze Bug Trophy,Furniture,NA,400,bells,NA,NA,NA,NA,NA,NA,nh,item-bronze-bug-trophy,https://villagerdb.com/images/items/thumb/bronze-bug-trophy.447ab6a.png
861,bronze-fish-trophy,Bronze Fish Trophy,Furniture,NA,400,bells,NA,NA,NA,NA,NA,NA,nh,item-bronze-fish-trophy,https://villagerdb.com/images/items/thumb/bronze-fish-trophy.7bbbbd4.png
862,bronze-hha-plaque,Bronze Hha Plaque,Furniture,FALSE,400,bells,NA,NA,"Mail after 20,000 HHA score",NA,NA,NA,nh,item-bronze-hha-plaque,https://villagerdb.com/images/items/thumb/bronze-hha-plaque.6d14bce.png
863,bronze-hha-trophy,Bronze Hha Trophy,Furniture,FALSE,400,bells,NA,NA,NA,NA,NA,NA,nh,item-bronze-hha-trophy,https://villagerdb.com/images/items/thumb/bronze-hha-trophy.60a7ee6.png
864,broom-and-dustpan,Broom And Dustpan,Furniture,TRUE,227,bells,910,bells,Nook's Cranny,NA,NA,NA,nh,item-broom-and-dustpan,https://villagerdb.com/images/items/thumb/broom-and-dustpan.a248025.png
865,browline-glasses,Browline Glasses,Accessories,TRUE,260,bells,1040,bells,NA,NA,NA,NA,nh,item-browline-glasses,https://villagerdb.com/images/items/full/browline-glasses.65417f4.png
874,brown-cicada-model,Brown Cicada Model,Furniture,NA,750,bells,NA,NA,NA,NA,NA,NA,nh,item-brown-cicada-model,https://villagerdb.com/images/items/thumb/brown-cicada-model.2b2889c.png
875,brown-cicada,Brown Cicada,Bugs,FALSE,250,bells,1000,bells,NA,NA,NA,NA,nh,item-brown-cicada,https://villagerdb.com/images/items/thumb/brown-cicada.558b475.png
897,brown-wrapping-paper,Brown Wrapping Paper,Usables,NA,40,bells,NA,NA,NA,NA,NA,NA,nh,item-brown-wrapping-paper,https://villagerdb.com/images/items/thumb/brown-wrapping-paper.cc9ab1c.png
908,bubblegum,Bubblegum,Accessories,TRUE,35,bells,140,bells,Able Sisters,NA,NA,NA,nh,item-bubblegum,https://villagerdb.com/images/items/full/bubblegum.61e1683.png
917,bug-aloha-shirt,Bug Aloha Shirt,Tops,NA,240,bells,960,bells,NA,NA,NA,NA,nh,item-bug-aloha-shirt,https://villagerdb.com/images/items/full/bug-aloha-shirt.9ad749d.png
918,bug-cage,Bug Cage,Accessories,NA,122,bells,490,bells,NA,NA,NA,NA,nh,item-bug-cage,https://villagerdb.com/images/items/full/bug-cage.4ec595e.png
920,bug-wand,Bug Wand,Tools,FALSE,1500,bells,NA,NA,NA,NA,NA,NA,nh,item-bug-wand,https://villagerdb.com/images/items/thumb/bug-wand.7b3b900.png
923,bulldog-jacket,Bulldog Jacket,Tops,TRUE,360,bells,1440,bells,NA,NA,NA,NA,nh,item-bulldog-jacket,https://villagerdb.com/images/items/full/bulldog-jacket.31d9089.png
924,bun-wig,Bun Wig,Hats,NA,350,bells,1400,bells,NA,NA,NA,NA,nh,item-bun-wig,https://villagerdb.com/images/items/full/bun-wig.cc1782d.png
925,bunk-bed,Bunk Bed,Furniture,TRUE,1250,bells,5000,bells,Nook's Cranny,NA,NA,NA,nh,item-bunk-bed,https://villagerdb.com/images/items/thumb/bunk-bed.3d1a462.png
930,bunny-day-arch,Bunny Day Arch,Furniture,NA,4800,bells,NA,NA,NA,NA,NA,NA,nh,item-bunny-day-arch,https://villagerdb.com/images/items/thumb/bunny-day-arch.be57f5d.png
931,bunny-day-bag,Bunny Day Bag,Accessories,FALSE,2400,bells,NA,NA,NA,FALSE,1,earth-egg,nh,item-bunny-day-bag,https://villagerdb.com/images/items/full/bunny-day-bag.5258adc.png
931,bunny-day-bag,Bunny Day Bag,Accessories,FALSE,2400,bells,NA,NA,NA,FALSE,1,stone-egg,nh,item-bunny-day-bag,https://villagerdb.com/images/items/full/bunny-day-bag.5258adc.png
931,bunny-day-bag,Bunny Day Bag,Accessories,FALSE,2400,bells,NA,NA,NA,FALSE,1,leaf-egg,nh,item-bunny-day-bag,https://villagerdb.com/images/items/full/bunny-day-bag.5258adc.png
931,bunny-day-bag,Bunny Day Bag,Accessories,FALSE,2400,bells,NA,NA,NA,FALSE,1,wood-egg,nh,item-bunny-day-bag,https://villagerdb.com/images/items/full/bunny-day-bag.5258adc.png
931,bunny-day-bag,Bunny Day Bag,Accessories,FALSE,2400,bells,NA,NA,NA,FALSE,1,sky-egg,nh,item-bunny-day-bag,https://villagerdb.com/images/items/full/bunny-day-bag.5258adc.png
931,bunny-day-bag,Bunny Day Bag,Accessories,FALSE,2400,bells,NA,NA,NA,FALSE,1,water-egg,nh,item-bunny-day-bag,https://villagerdb.com/images/items/full/bunny-day-bag.5258adc.png
932,bunny-day-basket,Bunny Day Basket,Furniture,NA,1200,bells,NA,NA,NA,NA,NA,NA,nh,item-bunny-day-basket,https://villagerdb.com/images/items/thumb/bunny-day-basket.10d7946.png
933,bunny-day-bed,Bunny Day Bed,Furniture,FALSE,2400,bells,NA,NA,NA,FALSE,1,earth-egg,nh,item-bunny-day-bed,https://villagerdb.com/images/items/thumb/bunny-day-bed.b59e764.png
933,bunny-day-bed,Bunny Day Bed,Furniture,FALSE,2400,bells,NA,NA,NA,FALSE,1,stone-egg,nh,item-bunny-day-bed,https://villagerdb.com/images/items/thumb/bunny-day-bed.b59e764.png
933,bunny-day-bed,Bunny Day Bed,Furniture,FALSE,2400,bells,NA,NA,NA,FALSE,1,leaf-egg,nh,item-bunny-day-bed,https://villagerdb.com/images/items/thumb/bunny-day-bed.b59e764.png
933,bunny-day-bed,Bunny Day Bed,Furniture,FALSE,2400,bells,NA,NA,NA,FALSE,1,wood-egg,nh,item-bunny-day-bed,https://villagerdb.com/images/items/thumb/bunny-day-bed.b59e764.png
933,bunny-day-bed,Bunny Day Bed,Furniture,FALSE,2400,bells,NA,NA,NA,FALSE,1,sky-egg,nh,item-bunny-day-bed,https://villagerdb.com/images/items/thumb/bunny-day-bed.b59e764.png
933,bunny-day-bed,Bunny Day Bed,Furniture,FALSE,2400,bells,NA,NA,NA,FALSE,1,water-egg,nh,item-bunny-day-bed,https://villagerdb.com/images/items/thumb/bunny-day-bed.b59e764.png
934,bunny-day-crown,Bunny Day Crown,Hats,FALSE,2400,bells,NA,NA,NA,FALSE,1,earth-egg,nh,item-bunny-day-crown,https://villagerdb.com/images/items/full/bunny-day-crown.1c0e00b.png
934,bunny-day-crown,Bunny Day Crown,Hats,FALSE,2400,bells,NA,NA,NA,FALSE,1,stone-egg,nh,item-bunny-day-crown,https://villagerdb.com/images/items/full/bunny-day-crown.1c0e00b.png
934,bunny-day-crown,Bunny Day Crown,Hats,FALSE,2400,bells,NA,NA,NA,FALSE,1,leaf-egg,nh,item-bunny-day-crown,https://villagerdb.com/images/items/full/bunny-day-crown.1c0e00b.png
934,bunny-day-crown,Bunny Day Crown,Hats,FALSE,2400,bells,NA,NA,NA,FALSE,1,wood-egg,nh,item-bunny-day-crown,https://villagerdb.com/images/items/full/bunny-day-crown.1c0e00b.png
934,bunny-day-crown,Bunny Day Crown,Hats,FALSE,2400,bells,NA,NA,NA,FALSE,1,sky-egg,nh,item-bunny-day-crown,https://villagerdb.com/images/items/full/bunny-day-crown.1c0e00b.png
934,bunny-day-crown,Bunny Day Crown,Hats,FALSE,2400,bells,NA,NA,NA,FALSE,1,water-egg,nh,item-bunny-day-crown,https://villagerdb.com/images/items/full/bunny-day-crown.1c0e00b.png
935,bunny-day-fence,Bunny Day Fence,Furniture,FALSE,240,bells,NA,NA,NA,FALSE,1,earth-egg,nh,item-bunny-day-fence,https://villagerdb.com/images/items/thumb/bunny-day-fence.f7960b1.png
935,bunny-day-fence,Bunny Day Fence,Furniture,FALSE,240,bells,NA,NA,NA,FALSE,1,stone-egg,nh,item-bunny-day-fence,https://villagerdb.com/images/items/thumb/bunny-day-fence.f7960b1.png
935,bunny-day-fence,Bunny Day Fence,Furniture,FALSE,240,bells,NA,NA,NA,FALSE,1,leaf-egg,nh,item-bunny-day-fence,https://villagerdb.com/images/items/thumb/bunny-day-fence.f7960b1.png
935,bunny-day-fence,Bunny Day Fence,Furniture,FALSE,240,bells,NA,NA,NA,FALSE,1,wood-egg,nh,item-bunny-day-fence,https://villagerdb.com/images/items/thumb/bunny-day-fence.f7960b1.png
935,bunny-day-fence,Bunny Day Fence,Furniture,FALSE,240,bells,NA,NA,NA,FALSE,1,sky-egg,nh,item-bunny-day-fence,https://villagerdb.com/images/items/thumb/bunny-day-fence.f7960b1.png
935,bunny-day-fence,Bunny Day Fence,Furniture,FALSE,240,bells,NA,NA,NA,FALSE,1,water-egg,nh,item-bunny-day-fence,https://villagerdb.com/images/items/thumb/bunny-day-fence.f7960b1.png
936,bunny-day-festive-balloons,Bunny Day Festive Balloons,Furniture,FALSE,1200,bells,NA,NA,NA,FALSE,1,stone-egg,nh,item-bunny-day-festive-balloons,https://villagerdb.com/images/items/thumb/bunny-day-festive-balloons.e46d547.png
936,bunny-day-festive-balloons,Bunny Day Festive Balloons,Furniture,FALSE,1200,bells,NA,NA,NA,FALSE,1,wood-egg,nh,item-bunny-day-festive-balloons,https://villagerdb.com/images/items/thumb/bunny-day-festive-balloons.e46d547.png
936,bunny-day-festive-balloons,Bunny Day Festive Balloons,Furniture,FALSE,1200,bells,NA,NA,NA,FALSE,1,water-egg,nh,item-bunny-day-festive-balloons,https://villagerdb.com/images/items/thumb/bunny-day-festive-balloons.e46d547.png
938,bunny-day-glowy-garland,Bunny Day Glowy Garland,Furniture,FALSE,2400,bells,NA,NA,NA,FALSE,1,earth-egg,nh,item-bunny-day-glowy-garland,https://villagerdb.com/images/items/thumb/bunny-day-glowy-garland.2f91c5b.png
938,bunny-day-glowy-garland,Bunny Day Glowy Garland,Furniture,FALSE,2400,bells,NA,NA,NA,FALSE,1,stone-egg,nh,item-bunny-day-glowy-garland,https://villagerdb.com/images/items/thumb/bunny-day-glowy-garland.2f91c5b.png
938,bunny-day-glowy-garland,Bunny Day Glowy Garland,Furniture,FALSE,2400,bells,NA,NA,NA,FALSE,1,leaf-egg,nh,item-bunny-day-glowy-garland,https://villagerdb.com/images/items/thumb/bunny-day-glowy-garland.2f91c5b.png
938,bunny-day-glowy-garland,Bunny Day Glowy Garland,Furniture,FALSE,2400,bells,NA,NA,NA,FALSE,1,wood-egg,nh,item-bunny-day-glowy-garland,https://villagerdb.com/images/items/thumb/bunny-day-glowy-garland.2f91c5b.png
938,bunny-day-glowy-garland,Bunny Day Glowy Garland,Furniture,FALSE,2400,bells,NA,NA,NA,FALSE,1,sky-egg,nh,item-bunny-day-glowy-garland,https://villagerdb.com/images/items/thumb/bunny-day-glowy-garland.2f91c5b.png
938,bunny-day-glowy-garland,Bunny Day Glowy Garland,Furniture,FALSE,2400,bells,NA,NA,NA,FALSE,1,water-egg,nh,item-bunny-day-glowy-garland,https://villagerdb.com/images/items/thumb/bunny-day-glowy-garland.2f91c5b.png
939,bunny-day-lamp,Bunny Day Lamp,Furniture,FALSE,1600,bells,NA,NA,NA,FALSE,4,wood-egg,nh,item-bunny-day-lamp,https://villagerdb.com/images/items/thumb/bunny-day-lamp.f52a60a.png
940,bunny-day-merry-balloons,Bunny Day Merry Balloons,Furniture,FALSE,1200,bells,NA,NA,NA,FALSE,1,earth-egg,nh,item-bunny-day-merry-balloons,https://villagerdb.com/images/items/thumb/bunny-day-merry-balloons.0be18ab.png
940,bunny-day-merry-balloons,Bunny Day Merry Balloons,Furniture,FALSE,1200,bells,NA,NA,NA,FALSE,1,leaf-egg,nh,item-bunny-day-merry-balloons,https://villagerdb.com/images/items/thumb/bunny-day-merry-balloons.0be18ab.png
940,bunny-day-merry-balloons,Bunny Day Merry Balloons,Furniture,FALSE,1200,bells,NA,NA,NA,FALSE,1,sky-egg,nh,item-bunny-day-merry-balloons,https://villagerdb.com/images/items/thumb/bunny-day-merry-balloons.0be18ab.png
942,bunny-day-stool,Bunny Day Stool,Furniture,FALSE,1200,bells,NA,NA,NA,FALSE,3,water-egg,nh,item-bunny-day-stool,https://villagerdb.com/images/items/thumb/bunny-day-stool.29ffaeb.png
943,bunny-day-table,Bunny Day Table,Furniture,FALSE,1600,bells,NA,NA,NA,FALSE,4,earth-egg,nh,item-bunny-day-table,https://villagerdb.com/images/items/thumb/bunny-day-table.3bc3153.png
944,bunny-day-vanity,Bunny Day Vanity,Furniture,FALSE,1600,bells,NA,NA,NA,FALSE,4,leaf-egg,nh,item-bunny-day-vanity,https://villagerdb.com/images/items/thumb/bunny-day-vanity.7ac81d1.png
945,bunny-day-wall-clock,Bunny Day Wall Clock,Furniture,FALSE,1200,bells,NA,NA,NA,FALSE,3,sky-egg,nh,item-bunny-day-wall-clock,https://villagerdb.com/images/items/thumb/bunny-day-wall-clock.e1d1f37.png
947,bunny-day-wand,Bunny Day Wand,Tools,FALSE,11100,bells,NA,NA,NA,NA,NA,NA,nh,item-bunny-day-wand,https://villagerdb.com/images/items/thumb/bunny-day-wand.4c93a97.png
948,bunny-day-wardrobe,Bunny Day Wardrobe,Furniture,FALSE,1600,bells,NA,NA,NA,FALSE,4,stone-egg,nh,item-bunny-day-wardrobe,https://villagerdb.com/images/items/thumb/bunny-day-wardrobe.69bd947.png
949,bunny-day-wreath,Bunny Day Wreath,Furniture,FALSE,2400,bells,NA,NA,NA,FALSE,1,earth-egg,nh,item-bunny-day-wreath,https://villagerdb.com/images/items/thumb/bunny-day-wreath.cace8c9.png
949,bunny-day-wreath,Bunny Day Wreath,Furniture,FALSE,2400,bells,NA,NA,NA,FALSE,1,stone-egg,nh,item-bunny-day-wreath,https://villagerdb.com/images/items/thumb/bunny-day-wreath.cace8c9.png
949,bunny-day-wreath,Bunny Day Wreath,Furniture,FALSE,2400,bells,NA,NA,NA,FALSE,1,leaf-egg,nh,item-bunny-day-wreath,https://villagerdb.com/images/items/thumb/bunny-day-wreath.cace8c9.png
949,bunny-day-wreath,Bunny Day Wreath,Furniture,FALSE,2400,bells,NA,NA,NA,FALSE,1,wood-egg,nh,item-bunny-day-wreath,https://villagerdb.com/images/items/thumb/bunny-day-wreath.cace8c9.png
949,bunny-day-wreath,Bunny Day Wreath,Furniture,FALSE,2400,bells,NA,NA,NA,FALSE,1,sky-egg,nh,item-bunny-day-wreath,https://villagerdb.com/images/items/thumb/bunny-day-wreath.cace8c9.png
949,bunny-day-wreath,Bunny Day Wreath,Furniture,FALSE,2400,bells,NA,NA,NA,FALSE,1,water-egg,nh,item-bunny-day-wreath,https://villagerdb.com/images/items/thumb/bunny-day-wreath.cace8c9.png
950,bunny-dress,Bunny Dress,Dresses,NA,450,bells,1800,bells,NA,NA,NA,NA,nh,item-bunny-dress,https://villagerdb.com/images/items/full/bunny-dress.881b051.png
951,bunny-ears,Bunny Ears,Hats,TRUE,280,bells,1120,bells,Able Sisters,NA,NA,NA,nh,item-bunny-ears,https://villagerdb.com/images/items/full/bunny-ears.6022b22.png
953,bunny-hood,Bunny Hood,Hats,TRUE,280,bells,1120,bells,NA,NA,NA,NA,nh,item-bunny-hood,https://villagerdb.com/images/items/full/bunny-hood.2d7db0a.png
955,bunny-nose,Bunny Nose,Accessories,TRUE,140,bells,560,bells,NA,NA,NA,NA,nh,item-bunny-nose,https://villagerdb.com/images/items/full/bunny-nose.6f14c09.png
965,business-shoes,Business Shoes,Shoes,NA,325,bells,1300,bells,NA,NA,NA,NA,nh,item-business-shoes,https://villagerdb.com/images/items/full/business-shoes.253dd62.png
966,business-suitcoat,Business Suitcoat,Tops,TRUE,490,bells,1960,bells,Able Sisters,NA,NA,NA,nh,item-business-suitcoat,https://villagerdb.com/images/items/full/business-suitcoat.c2cf4a4.png
968,busted-umbrella,Busted Umbrella,Umbrellas,NA,392,bells,1570,bells,NA,NA,NA,NA,nh,item-busted-umbrella,https://villagerdb.com/images/items/full/busted-umbrella.4db90f2.png
971,butter-churn,Butter Churn,Furniture,NA,1980,bells,7920,bells,NA,NA,4,wood,nh,item-butter-churn,https://villagerdb.com/images/items/thumb/butter-churn.1f52df4.png
971,butter-churn,Butter Churn,Furniture,NA,1980,bells,7920,bells,NA,NA,2,iron-nugget,nh,item-butter-churn,https://villagerdb.com/images/items/thumb/butter-churn.1f52df4.png
975,butterfly-backpack,Butterfly Backpack,Accessories,NA,210,bells,840,bells,NA,NA,NA,NA,nh,item-butterfly-backpack,https://villagerdb.com/images/items/full/butterfly-backpack.1be0d8a.png
977,butterfly-fish-model,Butterfly Fish Model,Furniture,TRUE,325,bells,1300,bells,Nook's Cranny,NA,NA,NA,nh,item-butterfly-fish-model,https://villagerdb.com/images/items/thumb/butterfly-fish-model.edfc58a.png
978,butterfly-fish,Butterfly Fish,Fish,FALSE,1000,bells,NA,NA,"North: Small Shadows at Sea, Apr-Sep (All day)",NA,NA,NA,nh,item-butterfly-fish,https://villagerdb.com/images/items/thumb/butterfly-fish.af0d351.png
978,butterfly-fish,Butterfly Fish,Fish,FALSE,1000,bells,NA,NA,"South: Small Shadows at Sea, Oct-Mar (All day)",NA,NA,NA,nh,item-butterfly-fish,https://villagerdb.com/images/items/thumb/butterfly-fish.af0d351.png
981,butterfly-shades,Butterfly Shades,Accessories,TRUE,260,bells,1040,bells,Able Sisters,NA,NA,NA,nh,item-butterfly-shades,https://villagerdb.com/images/items/full/butterfly-shades.965563b.png
983,butterfly-visiting-kimono,Butterfly Visiting Kimono,Dresses,NA,665,bells,2660,bells,NA,NA,NA,NA,nh,item-butterfly-visiting-kimono,https://villagerdb.com/images/items/full/butterfly-visiting-kimono.c716e25.png
986,buttoned-lace-skirt,Buttoned Lace Skirt,Bottoms,NA,300,bells,1200,bells,NA,NA,NA,NA,nh,item-buttoned-lace-skirt,https://villagerdb.com/images/items/full/buttoned-lace-skirt.6e96515.png
987,buttoned-wraparound-skirt,Buttoned Wraparound Skirt,Bottoms,NA,455,bells,1820,bells,NA,NA,NA,NA,nh,item-buttoned-wraparound-skirt,https://villagerdb.com/images/items/full/buttoned-wraparound-skirt.373aafe.png
1018,cacao-tree,Cacao Tree,Furniture,TRUE,575,bells,2300,bells,NA,NA,NA,NA,nh,item-cacao-tree,https://villagerdb.com/images/items/thumb/cacao-tree.5624423.png
1024,cafe-uniform,Café Uniform,Tops,TRUE,375,bells,1500,bells,NA,NA,NA,NA,nh,item-cafe-uniform,https://villagerdb.com/images/items/full/cafe-uniform.37d1350.png
1039,camo-bomber-style-jacket,Camo Bomber-style Jacket,Tops,TRUE,350,bells,1400,bells,Able Sisters,NA,NA,NA,nh,item-camo-bomber-style-jacket,https://villagerdb.com/images/items/full/camo-bomber-style-jacket.2d7b865.png
1041,camo-pants,Camo Pants,Bottoms,NA,325,bells,1300,bells,NA,NA,NA,NA,nh,item-camo-pants,https://villagerdb.com/images/items/full/camo-pants.ae94b9a.png
1042,camo-skirt,Camo Skirt,Bottoms,NA,325,bells,1300,bells,NA,NA,NA,NA,nh,item-camo-skirt,https://villagerdb.com/images/items/full/camo-skirt.88d867b.png
1043,camo-tee,Camo Tee,Tops,NA,240,bells,960,bells,NA,NA,NA,NA,nh,item-camo-tee,https://villagerdb.com/images/items/full/camo-tee.6ab6e71.png
1044,camo-umbrella,Camo Umbrella,Umbrellas,NA,162,bells,650,bells,NA,NA,NA,NA,nh,item-camo-umbrella,https://villagerdb.com/images/items/full/camo-umbrella.1b5fc21.png
1049,camp-stove,Camp Stove,Furniture,TRUE,325,bells,1300,bells,Nook's Cranny,NA,NA,NA,nh,item-camp-stove,https://villagerdb.com/images/items/thumb/camp-stove.e415f79.png
1050,camper-tee,Camper Tee,Tops,NA,210,bells,840,bells,NA,NA,NA,NA,nh,item-camper-tee,https://villagerdb.com/images/items/full/camper-tee.38e8779.png
1051,campfire-cookware,Campfire Cookware,Furniture,TRUE,225,bells,900,bells,Nook's Cranny,NA,NA,NA,nh,item-campfire-cookware,https://villagerdb.com/images/items/thumb/campfire-cookware.455b32c.png
1052,campfire,Campfire,Furniture,FALSE,30,bells,NA,NA,NA,FALSE,3,tree-branch,nh,item-campfire,https://villagerdb.com/images/items/thumb/campfire.404b077.png
1054,camping-cot,Camping Cot,Furniture,TRUE,450,bells,1800,bells,Nook's Cranny,NA,NA,NA,nh,item-camping-cot,https://villagerdb.com/images/items/thumb/camping-cot.1a9a672.png
1054,camping-cot,Camping Cot,Furniture,TRUE,450,bells,1800,bells,Tom Nook on your first day,NA,NA,NA,nh,item-camping-cot,https://villagerdb.com/images/items/thumb/camping-cot.1a9a672.png
1055,campsite-sign,Campsite Sign,Furniture,NA,625,bells,2500,bells,NA,NA,NA,NA,nh,item-campsite-sign,https://villagerdb.com/images/items/thumb/campsite-sign.9aee165.png
1059,cancer-fragment,Cancer Fragment,Usables,NA,500,bells,NA,NA,NA,NA,NA,NA,nh,item-cancer-fragment,https://villagerdb.com/images/items/thumb/cancer-fragment.7967c7d.png
